,Tric_0_0,Tric_0_1,Tric_1_0,Tric_1_1,Tric_2_0,Tric_2_1,Tric_2_2,Tric_3_0,Tric_3_1,Tric_4_0,Tric_4_1,Tric_4_2,Tric_5_0,Tric_5_1,Tric_6_0,Tric_6_1,Tric_7_0,Tric_7_1,Tric_8_0,Tric_8_1,Tric_9_0,Tric_9_1,Tric_9_2,Tric_10_0,Tric_10_1,Tric_10_2,Tric_11_0,Tric_11_1,Tric_12_0,Tric_12_1,Tric_16_0,Tric_16_1,Tric_17_0,Tric_17_1,Tric_18_0,Tric_18_1,Tric_19_0,Tric_19_1,Tric_20_0,Tric_20_1,Tric_21_0,Tric_21_1,Tric_22_0,Tric_22_1,Tric_23_0,Tric_23_1,Tric_24_0,Tric_24_1,Class
0,1.4142135623730951,1.0,3.0,0.0,2.23606797749979,0.0,0.0,1.4142135623730951,0.7071067811865476,2.8284271247461903,1.7320508075688772,1.4142135623730951,2.8284271247461903,1.4142135623730951,0.7453559924999298,0.7453559924999298,1.4142135623730951,1.5811388300841898,2.8284271247461903,2.449489742783178,2.8284271247461903,1.4142135623730951,1.0,3.7416573867739413,3.7416573867739413,3.3166247903554,0.7071067811865476,0.0,2.209072203437452,2.5059928172283334,2.8284271247461903,1.4142135623730951,3.0,2.0,2.1213203435596424,0.7071067811865476,2.23606797749979,0.0,2.23606797749979,0.4714045207910319,3.872983346207417,4.242640687119285,1.0,1.0,1.0,1.0,1.3743685418725538,1.0,0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,1.7320508075688772,1.4142135623730951,2.449489742783178,1.0,1.4142135623730951,1.49071198499986,0.7453559924999298,2.0,1.5811388300841898,2.449489742783178,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951,3.7416573867739413,3.3166247903554,3.1622776601683795,1.5811388300841898,0.0,2.5059928172283334,2.209072203437452,1.4142135623730951,1.4142135623730951,2.0,1.7320508075688772,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.4714045207910319,4.242640687119285,3.872983346207417,1.0,1.0,1.0,1.4142135623730951,0.9428090415820634,1.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5811388300841898,1.4142135623730951,2.449489742783178,2.449489742783178,1.0,1.4142135623730951,1.49071198499986,1.4907119849998596,2.0,0.7071067811865476,2.23606797749979,2.449489742783178,1.0,1.4142135623730951,1.4142135623730951,3.3166247903554,3.1622776601683795,3.7416573867739413,1.5811388300841898,0.0,2.209072203437452,2.340939982143925,1.4142135623730951,0.0,1.7320508075688772,2.6457513110645907,0.7071067811865476,1.5811388300841898,0.0,0.0,0.0,0.4714045207910319,3.872983346207417,3.3166247903554,1.0,0.0,1.4142135623730951,2.0,0.9428090415820634,0.0,1
3,1.0,1.0,2.449489742783178,1.4142135623730951,1.4142135623730951,1.0,0.0,0.0,0.7071067811865476,2.449489742783178,1.7320508075688772,2.449489742783178,2.8284271247461903,2.23606797749979,0.74535599249993,0.47140452079103173,0.0,0.7071067811865476,2.449489742783178,1.7320508075688772,2.23606797749979,1.4142135623730951,1.4142135623730951,3.4641016151377544,3.0,3.7416573867739413,0.7071067811865476,1.0,1.697056274847714,1.697056274847714,1.7320508075688772,1.4142135623730951,2.6457513110645907,2.6457513110645907,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.0,2.23606797749979,0.7453559924999298,3.4641016151377544,3.1622776601683795,1.4142135623730951,0.0,1.0,0.0,1.3743685418725535,1.0,0
4,0.0,0.0,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.7071067811865476,1.7320508075688772,2.449489742783178,2.23606797749979,1.4142135623730951,1.4142135623730951,0.74535599249993,1.4907119849998596,1.0,0.7071067811865476,1.7320508075688772,2.449489742783178,1.4142135623730951,1.4142135623730951,1.0,3.0,3.7416573867739413,3.605551275463989,0.7071067811865476,0.0,1.697056274847714,2.5059928172283334,1.4142135623730951,0.0,2.6457513110645907,2.6457513110645907,0.7071067811865476,0.7071067811865476,1.0,0.0,1.0,0.4714045207910319,3.1622776601683795,3.872983346207417,0.0,0.0,0.0,0.0,0.47140452079103173,0.0,1
5,1.4142135623730951,2.23606797749979,2.23606797749979,2.449489742783178,2.23606797749979,2.23606797749979,1.0,1.4142135623730951,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.7453559924999298,1.49071198499986,1.4142135623730951,2.1213203435596424,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,1.4142135623730951,3.1622776601683795,1.5811388300841898,2.23606797749979,0.28284271247461895,0.28284271247461895,2.8284271247461903,3.0,1.0,0.0,1.5811388300841898,1.5811388300841898,2.23606797749979,2.23606797749979,1.0,1.4907119849998598,1.7320508075688772,2.449489742783178,1.0,1.4142135623730951,1.0,1.4142135623730951,1.3743685418725538,2.23606797749979,0
6,1.4142135623730951,2.23606797749979,2.449489742783178,1.4142135623730951,2.23606797749979,1.0,1.0,1.4142135623730951,1.5811388300841898,0.0,0.0,0.0,1.0,0.0,0.7453559924999298,0.9428090415820632,2.23606797749979,1.5811388300841898,0.0,2.0,0.0,0.0,0.0,1.4142135623730951,3.1622776601683795,3.1622776601683795,1.5811388300841898,1.0,0.28284271247461895,2.209072203437452,3.0,2.0,0.0,0.0,1.5811388300841898,1.5811388300841898,2.23606797749979,1.0,1.4142135623730951,1.4907119849998598,2.449489742783178,3.3166247903554,1.4142135623730951,1.0,1.4142135623730951,1.0,1.49071198499986,0.0,0
7,1.0,1.4142135623730951,3.0,3.0,2.23606797749979,2.23606797749979,3.1622776601683795,1.0,0.7071067811865476,1.0,1.0,1.0,2.0,1.0,0.9428090415820632,1.3743685418725538,1.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,1.4142135623730951,1.0,1.5811388300841898,2.23606797749979,0.28284271247461895,0.28284271247461895,2.23606797749979,2.23606797749979,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.7071067811865476,2.23606797749979,2.23606797749979,2.23606797749979,2.4267032964268394,1.7320508075688772,1.7320508075688772,1.0,1.0,1.0,1.0,1.3743685418725538,2.0,1
8,1.4142135623730951,1.4142135623730951,3.1622776601683795,3.3166247903554,3.1622776601683795,3.1622776601683795,3.1622776601683795,2.23606797749979,1.5811388300841898,1.0,1.4142135623730951,2.23606797749979,0.0,0.0,1.6996731711975948,2.3570226039551585,1.4142135623730951,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,0.0,0.0,0.0,2.1213203435596424,3.1622776601683795,1.1313708498984762,1.1313708498984762,3.605551275463989,3.3166247903554,1.4142135623730951,1.4142135623730951,2.1213203435596424,1.5811388300841898,3.1622776601683795,3.1622776601683795,1.0,1.4907119849998598,1.0,0.0,1.0,1.4142135623730951,2.0,2.23606797749979,2.3570226039551585,3.1622776601683795,1
9,1.0,1.0,3.3166247903554,3.7416573867739413,3.1622776601683795,3.1622776601683795,3.1622776601683795,2.0,1.5811388300841898,1.4142135623730951,2.23606797749979,2.23606797749979,1.0,1.0,1.7950549357115013,2.68741924943285,0.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,0.0,0.0,0.0,2.1213203435596424,3.1622776601683795,1.1313708498984762,1.1313708498984762,3.3166247903554,3.1622776601683795,1.4142135623730951,2.449489742783178,1.5811388300841898,1.5811388300841898,3.1622776601683795,3.1622776601683795,1.4142135623730951,2.4267032964268394,0.0,0.0,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.68741924943285,3.1622776601683795,1
