,File,AUC,AUC_Std,CA,CA_Std,Sens,Sens_Std,Spec,Spec_Std
0,d1_CorrelationMatrix.csv,0.47916666666666663,0.36502948891531733,0.55,0.16583123951776998,0.6666666666666666,0.23570226039551584,0.375,0.414578098794425
1,d1_DistanceMatrix.csv,0.4583333333333333,0.07216878364870323,0.5,0.09999999999999998,0.6666666666666666,0.23570226039551584,0.25,0.25
